#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
type;url;string;string;string
;;gea;XXX;Geruma
;;jqr;XXX;Jaqaru
;;iry;XXX;Iraya
;;boq;XXX;Bogaya
;;mae;XXX;Bo-Rukul
;;nlu;XXX;Nchumbulu
;;aau;XXX;Abau
;;wmd;XXX;Mamaindé
;;gbz;XXX;Zoroastrian Dari
;;kwe;XXX;Kwerba
;;bgp;XXX;Eastern Balochi
;;toi;XXX;Tonga (Zambia)
;;daw;XXX;Davawenyo
;;lzh;XXX;Literary Chinese
;;xzm;XXX;Zemgalian
;;ior;XXX;Inor
;;sss;XXX;Sô
;;rcf;XXX;Réunion Creole French
;;vmj;XXX;Ixtayutla Mixtec
;;raa;XXX;Dungmali
;;zmn;XXX;Mbangwe
;;hnn;XXX;Hanunoo
;;ske;XXX;Seke (Vanuatu)
;;ind;XXX;Indonesian
;;ije;XXX;Biseni
;;adn;XXX;Adang
;;apw;XXX;Western Apache
;;rof;XXX;Rombo
;;mel;XXX;Central Melanau
;;ajg;XXX;Aja (Benin)
;;xse;XXX;Sempan
;;rea;XXX;Rerau
;;pnv;XXX;Pinigura
;;dup;XXX;Duano
;;gdl;XXX;Dirasha
;;klk;XXX;Kono (Nigeria)
;;guu;XXX;Yanomamö
;;btl;XXX;Bhatola
;;plr;XXX;Palaka Senoufo
;;mic;XXX;Mi'kmaq
;;xmt;XXX;Matbat
;;skv;XXX;Skou
;;kzb;XXX;Kaibobo
;;teg;XXX;Teke-Tege
;;nuj;XXX;Nyole
;;ads;XXX;Adamorobe Sign Language
;;bin;XXX;Bini
;;jvn;XXX;Caribbean Javanese
;;emn;XXX;Eman
;;nck;XXX;Nakara
;;isd;XXX;Isnag
;;otm;XXX;Eastern Highland Otomi
;;zib;XXX;Zimbabwe Sign Language
;;sgk;XXX;Sangkong
;;ntj;XXX;Ngaanyatjarra
;;myz;XXX;Classical Mandaic
;;mkk;XXX;Byep
;;aur;XXX;Aruek
;;sfs;XXX;South African Sign Language
;;kde;XXX;Makonde
;;erh;XXX;Eruwa
;;bhn;XXX;Bohtan Neo-Aramaic
;;owl;XXX;Old Welsh
;;llf;XXX;Hermit
;;gve;XXX;Duwet
;;tmu;XXX;Iau
;;cal;XXX;Carolinian
;;ktc;XXX;Kholok
;;guh;XXX;Guahibo
;;bro;XXX;Brokkat
;;mdn;XXX;Mbati
;;rkh;XXX;Rakahanga-Manihiki
;;otz;XXX;Ixtenco Otomi
;;lis;XXX;Lisu
;;tan;XXX;Tangale
;;sdl;XXX;Saudi Arabian Sign Language
;;asi;XXX;Buruwai
;;soq;XXX;Kanasi
;;mnx;XXX;Manikion
;;nha;XXX;Nhanda
;;inm;XXX;Minaean
;;aze;XXX;Azerbaijani
;;ktw;XXX;Kato
;;rej;XXX;Rejang
;;aha;XXX;Ahanta
;;nab;XXX;Southern Nambikuára
;;kwo;XXX;Kwomtari
;;tew;XXX;Tewa (USA)
;;bdn;XXX;Baldemu
;;umb;XXX;Umbundu
;;amu;XXX;Guerrero Amuzgo
;;dio;XXX;Dibo
;;nyc;XXX;Nyanga-li
;;cry;XXX;Cori
;;smm;XXX;Musasa
;;nnb;XXX;Nande
;;nyy;XXX;Nyakyusa-Ngonde
;;mvu;XXX;Marfa
;;lch;XXX;Luchazi
;;kbw;XXX;Kaiep
;;xwo;XXX;Written Oirat
;;gde;XXX;Gude
;;ssj;XXX;Sausi
;;bpj;XXX;Binji
;;arr;XXX;Karo (Brazil)
;;lil;XXX;Lillooet
;;esk;XXX;Northwest Alaska Inupiatun
;;fmu;XXX;Far Western Muria
;;mor;XXX;Moro
;;has;XXX;Haisla
;;wga;XXX;Wagaya
;;mbb;XXX;Western Bukidnon Manobo
;;knm;XXX;Kanamarí
;;ken;XXX;Kenyang
;;hei;XXX;Heiltsuk
;;luy;XXX;Luyia
;;kzx;XXX;Kamarian
;;ist;XXX;Istriot
;;poi;XXX;Highland Popoluca
;;nse;XXX;Nsenga
;;diy;XXX;Diuwe
;;mtx;XXX;Tidaá Mixtec
;;zin;XXX;Zinza
;;pag;XXX;Pangasinan
;;ert;XXX;Eritai
;;ebg;XXX;Ebughu
;;mya;XXX;Burmese
;;phu;XXX;Phuan
;;lue;XXX;Luvale
;;blh;XXX;Kuwaa
;;rml;XXX;Baltic Romani
;;pog;XXX;Potiguára
;;mhh;XXX;Maskoy Pidgin
;;apz;XXX;Safeyoka
;;avv;XXX;Avá-Canoeiro
;;ngq;XXX;Ngurimi
;;mqp;XXX;Manipa
;;bxg;XXX;Bangala
;;tin;XXX;Tindi
;;kev;XXX;Kanikkaran
;;gos;XXX;Gronings
;;tns;XXX;Tenis
;;lbl;XXX;Libon Bikol
;;ytw;XXX;Yout Wam
;;spr;XXX;Saparua
;;jwi;XXX;Jwira-Pepesa
;;rak;XXX;Tulu-Bohuai
;;ppt;XXX;Pare
;;obt;XXX;Old Breton
;;zeh;XXX;Eastern Hongshuihe Zhuang
;;wyb;XXX;Wangaaybuwan-Ngiyambaa
;;mdz;XXX;Suruí Do Pará
;;zaq;XXX;Aloápam Zapotec
;;nbs;XXX;Namibian Sign Language
;;koc;XXX;Kpati
;;bxa;XXX;Bauro
;;bzg;XXX;Babuza
;;brb;XXX;Lave
;;cbh;XXX;Cagua
;;gcl;XXX;Grenadian Creole English
;;laf;XXX;Lafofa
;;gaa;XXX;Ga
;;cbo;XXX;Izora
;;gat;XXX;Kenati
;;oin;XXX;Inebu One
;;lul;XXX;Olu'bo
;;mud;XXX;Mednyj Aleut
;;msh;XXX;Masikoro Malagasy
;;mzy;XXX;Mozambican Sign Language
;;mbp;XXX;Malayo
;;xli;XXX;Liburnian
;;jax;XXX;Jambi Malay
;;akk;XXX;Akkadian
;;bcb;XXX;Bainouk-Samik
;;crn;XXX;El Nayar Cora
;;huz;XXX;Hunzib
;;itk;XXX;Judeo-Italian
;;emk;XXX;Eastern Maninkakan
;;tep;XXX;Tepecano
;;hom;XXX;Homa
;;zza;XXX;Zaza
;;anl;XXX;Anu
;;bxu;XXX;China Buriat
;;sll;XXX;Salt-Yui
;;bfa;XXX;Bari
;;ahp;XXX;Aproumu Aizi
;;byt;XXX;Berti
;;brh;XXX;Brahui
;;kmz;XXX;Khorasani Turkish
;;bbt;XXX;Mburku
;;xkz;XXX;Kurtokha
;;cms;XXX;Messapic
;;aku;XXX;Akum
;;gbg;XXX;Gbanziri
;;pme;XXX;Pwaamei
;;urz;XXX;Uru-Eu-Wau-Wau
;;kme;XXX;Bakole
;;dif;XXX;Dieri
;;dep;XXX;Pidgin Delaware
;;byf;XXX;Bete
;;bgc;XXX;Haryanvi
;;ywn;XXX;Yawanawa
;;mjo;XXX;Malankuravan
;;acr;XXX;Achi
;;hno;XXX;Northern Hindko
;;nss;XXX;Nali
;;irx;XXX;Kamberau
;;bym;XXX;Bidyara
;;zca;XXX;Coatecas Altas Zapotec
;;sbt;XXX;Kimki
;;yms;XXX;Mysian
;;mfo;XXX;Mbe
;;yel;XXX;Yela
;;wwr;XXX;Warrwa
;;kps;XXX;Tehit
;;hml;XXX;Luopohe Hmong
;;grb;XXX;Grebo
;;tds;XXX;Doutai
;;kmv;XXX;Karipúna Creole French
;;neb;XXX;Toura (Côte d'Ivoire)
;;nwm;XXX;Nyamusa-Molo
;;ste;XXX;Liana-Seti
;;ddw;XXX;Dawera-Daweloor
;;ttz;XXX;Tsum
;;pcj;XXX;Parenga
;;lek;XXX;Leipon
;;ans;XXX;Anserma
;;njr;XXX;Njerep
;;iwo;XXX;Iwur
;;mcz;XXX;Mawan
;;zmt;XXX;Maringarr
;;gib;XXX;Gibanawa
;;caa;XXX;Chortí
;;kxd;XXX;Brunei
;;tkp;XXX;Tikopia
;;lns;XXX;Lamnso'
;;bnv;XXX;Bonerif
;;est;XXX;Estonian
;;akt;XXX;Akolet
;;chp;XXX;Chipewyan
;;zqe;XXX;Qiubei Zhuang
;;rwo;XXX;Rawa
;;myq;XXX;Forest Maninka
;;llg;XXX;Lole
;;bno;XXX;Bantoanon
;;bwc;XXX;Bwile
;;gid;XXX;Gidar
;;box;XXX;Buamu
;;bmr;XXX;Muinane
;;nwc;XXX;Classical Newari
;;djo;XXX;Jangkang
;;sro;XXX;Campidanese Sardinian
;;xtg;XXX;Transalpine Gaulish
;;shk;XXX;Shilluk
;;okm;XXX;Middle Korean (10th-16th cent.)
;;pan;XXX;Panjabi
;;utp;XXX;Amba (Solomon Islands)
;;axm;XXX;Middle Armenian
;;ldh;XXX;Lamja-Dengsa-Tola
;;con;XXX;Cofán
;;cby;XXX;Carabayo
;;cdf;XXX;Chiru
;;xls;XXX;Lusitanian
;;nhp;XXX;Isthmus-Pajapan Nahuatl
;;kqz;XXX;Korana
;;atr;XXX;Waimiri-Atroari
;;nyj;XXX;Nyanga
;;mlv;XXX;Motlav
;;kox;XXX;Coxima
;;jmi;XXX;Jimi (Nigeria)
;;xrt;XXX;Aranama-Tamique
;;qur;XXX;Yanahuanca Pasco Quechua
;;aim;XXX;Aimol
;;sdp;XXX;Sherdukpen
;;sez;XXX;Senthang Chin
;;err;XXX;Erre
;;kbh;XXX;Camsá
;;nev;XXX;Nyaheun
;;knq;XXX;Kintaq
;;mgg;XXX;Mpongmpong
;;jra;XXX;Jarai
;;bgy;XXX;Benggoi
;;nrb;XXX;Nara
;;ksm;XXX;Kumba
;;bwr;XXX;Bura-Pabir
;;cui;XXX;Cuiba
;;omb;XXX;East Ambae
;;zor;XXX;Rayón Zoque
;;gbl;XXX;Gamit
;;kzm;XXX;Kais
;;iyo;XXX;Mesaka
;;nin;XXX;Ninzo
;;krp;XXX;Korop
;;nae;XXX;Naka'ela
;;ktm;XXX;Kurti
;;dti;XXX;Ana Tinga Dogon
;;xki;XXX;Kenyan Sign Language
;;bjb;XXX;Banggarla
;;bkv;XXX;Bekwarra
;;mwm;XXX;Sar
;;mqy;XXX;Manggarai
;;bkc;XXX;Baka (Cameroon)
;;tlw;XXX;South Wemale
;;lot;XXX;Otuho
;;iow;XXX;Iowa-Oto
;;ksa;XXX;Shuwa-Zamani
;;twr;XXX;Southwestern Tarahumara
;;tqu;XXX;Touo
;;quk;XXX;Chachapoyas Quechua
;;bwy;XXX;Cwi Bwamu
;;duf;XXX;Dumbea
;;aox;XXX;Atorada
;;xct;XXX;Classical Tibetan
;;hol;XXX;Holu
;;xtn;XXX;Northern Tlaxiaco Mixtec
;;tla;XXX;Southwestern Tepehuan
;;uya;XXX;Doko-Uyanga
;;rup;XXX;Macedo-Romanian
;;npn;XXX;Mondropolon
;;ijs;XXX;Southeast Ijo
;;asw;XXX;Australian Aborigines Sign Language
;;wrp;XXX;Waropen
;;leb;XXX;Lala-Bisa
;;afd;XXX;Andai
;;dip;XXX;Northeastern Dinka
;;loa;XXX;Loloda
;;lhs;XXX;Mlahsö
;;hoc;XXX;Ho
;;oca;XXX;Ocaina
;;xam;XXX;/Xam
;;rkm;XXX;Marka
;;mtc;XXX;Munit
;;xnh;XXX;Kuanhua
;;gda;XXX;Gade Lohar
;;rgr;XXX;Resígaro
;;nct;XXX;Chothe Naga
;;brv;XXX;Western Bru
;;kit;XXX;Agob
;;une;XXX;Uneme
;;kdm;XXX;Kagoma
;;puu;XXX;Punu
;;mxo;XXX;Mbowe
;;bgb;XXX;Bobongko
;;cdz;XXX;Koda
;;gni;XXX;Gooniyandi
;;chy;XXX;Cheyenne
;;wrd;XXX;Warduji
;;mha;XXX;Manda (India)
;;kim;XXX;Karagas
;;umi;XXX;Ukit
;;ppe;XXX;Papi
;;qua;XXX;Quapaw
;;jdt;XXX;Judeo-Tat
;;gpn;XXX;Taiap
;;bsv;XXX;Baga Sobané
;;bxn;XXX;Burduna
;;spb;XXX;Sepa (Indonesia)
;;gip;XXX;Gimi (West New Britain)
;;rdb;XXX;Rudbari
;;giy;XXX;Giyug
;;tdb;XXX;Panchpargania
;;sju;XXX;Ume Sami
;;zsr;XXX;Southern Rincon Zapotec
;;olm;XXX;Oloma
;;wom;XXX;Wom (Nigeria)
;;xbn;XXX;Kenaboi
;;sdg;XXX;Savi
;;sox;XXX;So (Cameroon)
;;nmt;XXX;Namonuito
;;nwx;XXX;Middle Newar
;;tte;XXX;Bwanabwana
;;tik;XXX;Tikar
;;nxn;XXX;Ngawun
;;mcq;XXX;Ese
;;bet;XXX;Guiberoua Béte
;;xmz;XXX;Mori Bawah
;;soe;XXX;Songomeno
;;tlo;XXX;Talodi
;;enc;XXX;En
;;sqo;XXX;Sorkhei
;;kkz;XXX;Kaska
;;jat;XXX;Jakati
;;mih;XXX;Chayuco Mixtec
;;srw;XXX;Serua
;;ore;XXX;Orejón
;;dhd;XXX;Dhundari
;;yan;XXX;Mayangna
;;ums;XXX;Pendau
;;bac;XXX;Badui
;;ail;XXX;Aimele
;;anm;XXX;Anal
;;btc;XXX;Bati (Cameroon)
;;woc;XXX;Wogeo
;;nnn;XXX;Ngete
;;gvp;XXX;Pará Gavião
;;gnu;XXX;Gnau
;;akh;XXX;Angal Heneng
;;gng;XXX;Ngangam
;;xom;XXX;Komo (Sudan)
;;pop;XXX;Pwapwa
;;deg;XXX;Degema
;;gxx;XXX;Wè Southern
;;wbt;XXX;Wanman
;;nus;XXX;Nuer
;;agi;XXX;Agariya
;;tsr;XXX;Akei
;;ssx;XXX;Samberigi
;;xem;XXX;Kembayan
;;hms;XXX;Southern Qiandong Miao
;;sey;XXX;Secoya
;;bri;XXX;Mokpwe
;;bji;XXX;Burji
;;myo;XXX;Anfillo
;;rey;XXX;Reyesano
;;xnb;XXX;Kanakanabu
;;jul;XXX;Jirel
;;doo;XXX;Dongo
;;png;XXX;Pongu
;;lay;XXX;Lama (Myanmar)
;;bfs;XXX;Southern Bai
;;rmc;XXX;Carpathian Romani
;;kkd;XXX;Kinuku
;;gwt;XXX;Gawar-Bati
;;phn;XXX;Phoenician
;;mcc;XXX;Bitur
;;jeg;XXX;Jeng
;;aoa;XXX;Angolar
;;fao;XXX;Faroese
;;ywu;XXX;Wumeng Nasu
;;hme;XXX;Eastern Huishui Hmong
;;aie;XXX;Amara
;;pwo;XXX;Pwo Western Karen
;;yog;XXX;Yogad
;;grm;XXX;Kota Marudu Talantang
;;bgl;XXX;Bo (Laos)
;;lak;XXX;Laka (Nigeria)
;;lnj;XXX;Leningitij
;;mkb;XXX;Mal Paharia
;;cjk;XXX;Chokwe
;;kwn;XXX;Kwangali
;;kpl;XXX;Kpala
;;cos;XXX;Corsican
;;xcl;XXX;Classical Armenian
;;veo;XXX;Ventureño
;;okr;XXX;Kirike
;;sie;XXX;Simaa
;;pkb;XXX;Pokomo
;;kcw;XXX;Kabwari
;;smf;XXX;Auwe
;;lpa;XXX;Lelepa
;;txg;XXX;Tangut
;;baz;XXX;Tunen
;;gbq;XXX;Gbaya-Bozoum
;;ses;XXX;Koyraboro Senni Songhai
;;biu;XXX;Biete
;;hmv;XXX;Hmong Dô
;;tsk;XXX;Tseku
;;bkh;XXX;Bakoko
;;dsi;XXX;Disa
;;oaa;XXX;Orok
;;mnc;XXX;Manchu
;;crg;XXX;Michif
;;ilw;XXX;Talur
;;gdo;XXX;Ghodoberi
;;ppn;XXX;Papapana
;;mwq;XXX;Mün Chin
;;guk;XXX;Gumuz
;;zuy;XXX;Zumaya
;;xbi;XXX;Kombio
;;aid;XXX;Alngith
;;keu;XXX;Akebu
;;sda;XXX;Toraja-Sa'dan
;;jls;XXX;Jamaican Sign Language
;;suj;XXX;Shubi
;;nlx;XXX;Nahali
;;duk;XXX;Uyajitaya
;;txi;XXX;Ikpeng
;;gye;XXX;Gyem
;;siz;XXX;Siwi
;;aog;XXX;Angoram
;;bbm;XXX;Babango
;;hmu;XXX;Hamap
;;ynh;XXX;Yangho
;;ckq;XXX;Kajakse
;;gil;XXX;Gilbertese
;;nrp;XXX;North Picene
;;kpk;XXX;Kpan
;;sdr;XXX;Oraon Sadri
;;gnl;XXX;Gangulu
;;gwn;XXX;Gwandara
;;hia;XXX;Lamang
;;ymh;XXX;Mili
;;iya;XXX;Iyayu
;;hig;XXX;Kamwe
;;nnt;XXX;Nanticoke
;;dgs;XXX;Dogoso
;;fkv;XXX;Kven Finnish
;;agr;XXX;Aguaruna
;;wlg;XXX;Kunbarlang
;;gyd;XXX;Kayardild
;;mra;XXX;Mlabri
;;hmp;XXX;Northern Mashan Hmong
;;nfl;XXX;Ayiwo
;;leh;XXX;Lenje
;;lfa;XXX;Lefa
;;ybm;XXX;Yaben
;;mge;XXX;Mango
;;cky;XXX;Cakfem-Mushere
;;sbk;XXX;Safwa
;;srh;XXX;Sarikoli
;;cul;XXX;Culina
;;kwg;XXX;Sara Kaba Deme
;;skg;XXX;Sakalava Malagasy
;;gax;XXX;Borana-Arsi-Guji Oromo
;;kpd;XXX;Koba
;;wbw;XXX;Woi
;;btz;XXX;Batak Alas-Kluet
;;bit;XXX;Berinomo
;;gza;XXX;Ganza
;;tkw;XXX;Teanu
;;ksc;XXX;Southern Kalinga
;;sot;XXX;Southern Sotho
;;res;XXX;Reshe
;;asy;XXX;Yaosakor Asmat
;;vnk;XXX;Vano
;;lhu;XXX;Lahu
;;sqq;XXX;Sou
;;nuq;XXX;Nukumanu
;;ils;XXX;International Sign
;;eit;XXX;Eitiep
;;rmo;XXX;Sinte Romani
;;mbj;XXX;Nadëb
;;bnd;XXX;Banda (Indonesia)
;;kmi;XXX;Kami (Nigeria)
;;brf;XXX;Bera
;;bdr;XXX;West Coast Bajau
;;mcs;XXX;Mambai
;;pox;XXX;Polabian
;;shw;XXX;Shwai
;;byy;XXX;Buya
;;ssm;XXX;Semnam
;;nyg;XXX;Nyindu
;;ckr;XXX;Kairak
;;wep;XXX;Westphalien
;;poq;XXX;Texistepec Popoluca
;;loh;XXX;Narim
;;krf;XXX;Koro (Vanuatu)
;;yev;XXX;Yapunda
;;tgf;XXX;Chalikha
;;sqh;XXX;Shau
;;gbc;XXX;Garawa
;;crf;XXX;Caramanta
;;cow;XXX;Cowlitz
;;btq;XXX;Batek
;;ump;XXX;Umpila
;;ais;XXX;Nataoran Amis
;;kbn;XXX;Kare (Central African Republic)
;;pka;XXX;Ardhamāgadhī Prākrit
;;ruk;XXX;Che
;;pnr;XXX;Panim
;;maf;XXX;Mafa
;;vaf;XXX;Vafsi
;;lpn;XXX;Long Phuri Naga
;;aky;XXX;Aka-Kol
;;orn;XXX;Orang Kanaq
;;npl;XXX;Southeastern Puebla Nahuatl
;;poc;XXX;Poqomam
;;pwr;XXX;Powari
;;nyd;XXX;Nyore
;;gkn;XXX;Gokana
;;hks;XXX;Hong Kong Sign Language
;;xco;XXX;Chorasmian
;;bcc;XXX;Southern Balochi
;;mwx;XXX;Mediak
;;zpw;XXX;Zaniza Zapotec
;;roc;XXX;Cacgia Roglai
;;cse;XXX;Czech Sign Language
;;mfa;XXX;Pattani Malay
;;rwr;XXX;Marwari (India)
;;kpv;XXX;Komi-Zyrian
;;bwg;XXX;Barwe
;;gdm;XXX;Laal
;;jmb;XXX;Zumbun
;;mmw;XXX;Emae
;;grg;XXX;Madi
;;sxo;XXX;Sorothaptic
;;spo;XXX;Spokane
;;xng;XXX;Middle Mongolian
;;nra;XXX;Ngom
;;cen;XXX;Cen
;;ztu;XXX;Güilá Zapotec
;;tub;XXX;Tübatulabal
;;kni;XXX;Kanufi
;;woa;XXX;Tyaraity
;;udl;XXX;Wuzlam
;;ima;XXX;Mala Malasar
;;czo;XXX;Min Zhong Chinese
;;zmi;XXX;Negeri Sembilan Malay
;;srp;XXX;Serbian
;;suy;XXX;Suyá
;;nbw;XXX;Southern Ngbandi
;;pcp;XXX;Pacahuara
;;luz;XXX;Southern Luri
;;hrt;XXX;Hértevin
;;top;XXX;Papantla Totonac
;;ztl;XXX;Lapaguía-Guivini Zapotec
;;smy;XXX;Semnani
;;bxk;XXX;Bukusu
;;ibr;XXX;Ibuoro
;;och;XXX;Old Chinese
;;bjt;XXX;Balanta-Ganja
;;bmy;XXX;Bemba (Democratic Republic of Congo)
;;fau;XXX;Fayu
;;kxr;XXX;Koro (Papua New Guinea)
;;tir;XXX;Tigrinya
;;nio;XXX;Nganasan
;;nsx;XXX;Nsongo
;;wei;XXX;Kiunum
;;piz;XXX;Pije
;;kgy;XXX;Kyerung
;;omx;XXX;Old Mon
;;ahl;XXX;Igo
;;mgy;XXX;Mbunga
;;mfj;XXX;Mefele
;;var;XXX;Huarijio
;;dap;XXX;Nisi (India)
;;stf;XXX;Seta
;;yau;XXX;Yuwana
;;npu;XXX;Puimei Naga
;;kkw;XXX;Teke-Kukuya
;;mlw;XXX;Moloko
;;lld;XXX;Ladin
;;del;XXX;Delaware
;;luf;XXX;Laua
;;nij;XXX;Ngaju
;;agd;XXX;Agarabi
;;dga;XXX;Southern Dagaare
;;mko;XXX;Mingang Doso
;;keg;XXX;Tese
;;kkp;XXX;Gugubera
;;gml;XXX;Middle Low German
;;hbb;XXX;Huba
;;mns;XXX;Mansi
;;xmw;XXX;Tsimihety Malagasy
;;ncu;XXX;Chumburung
;;smk;XXX;Bolinao
;;aru;XXX;Aruá (Amazonas State)
;;ayo;XXX;Ayoreo
;;kmp;XXX;Gimme
;;dis;XXX;Dimasa
;;kdj;XXX;Karamojong
;;acm;XXX;Mesopotamian Arabic
;;tqr;XXX;Torona
;;bez;XXX;Bena (Tanzania)
;;skr;XXX;Seraiki
;;ali;XXX;Amaimon
;;bxq;XXX;Beele
;;elm;XXX;Eleme
;;loz;XXX;Lozi
;;mcn;XXX;Masana
;;tlj;XXX;Talinga-Bwisi
;;muu;XXX;Yaaku
;;mne;XXX;Naba
;;llm;XXX;Lasalimu
;;gvn;XXX;Kuku-Yalanji
;;nbp;XXX;Nnam
;;cdy;XXX;Chadong
;;deh;XXX;Dehwari
;;oac;XXX;Oroch
;;bzr;XXX;Biri
;;ntu;XXX;Natügu
;;kjp;XXX;Pwo Eastern Karen
;;ydk;XXX;Yoidik
;;uve;XXX;West Uvean
;;bjo;XXX;Mid-Southern Banda
;;lgz;XXX;Ligenza
;;xtd;XXX;Diuxi-Tilantongo Mixtec
;;nis;XXX;Nimi
;;fla;XXX;Kalispel-Pend d'Oreille
;;gym;XXX;Ngäbere
;;yoy;XXX;Yoy
;;fqs;XXX;Fas
;;sew;XXX;Sewa Bay
;;cde;XXX;Chenchu
;;lae;XXX;Pattani
;;zns;XXX;Mangas
;;mkv;XXX;Mafea
;;xcg;XXX;Cisalpine Gaulish
;;ulw;XXX;Ulwa
;;obu;XXX;Obulom
;;xmq;XXX;Kuku-Mangk
;;mzl;XXX;Mazatlán Mixe
;;jrt;XXX;Jorto
;;xko;XXX;Kiorr
;;kis;XXX;Kis
;;ssd;XXX;Siroi
;;pys;XXX;Paraguayan Sign Language
;;nnf;XXX;Ngaing
;;gmn;XXX;Gimnime
;;hvc;XXX;Haitian Vodoun Culture Language
;;abb;XXX;Bankon
;;mce;XXX;Itundujia Mixtec
;;gss;XXX;Greek Sign Language
;;whk;XXX;Wahau Kenyah
;;jaq;XXX;Yaqay
;;mtj;XXX;Moskona
;;gmd;XXX;Mághdì
;;ity;XXX;Moyadan Itneg
;;byr;XXX;Baruya
;;bar;XXX;Bavarian
;;jni;XXX;Janji
;;txr;XXX;Tartessian
;;mec;XXX;Mara
;;kyv;XXX;Kayort
;;zkp;XXX;São Paulo Kaingáng
;;xsb;XXX;Tinà Sambal
;;bqf;XXX;Baga Kaloum
;;bso;XXX;Buso
;;pol;XXX;Polish
;;efi;XXX;Efik
;;nza;XXX;Tigon Mbembe
;;bvu;XXX;Bukit Malay
;;hrm;XXX;Horned Miao
;;dgz;XXX;Daga
;;loo;XXX;Lombo
;;sbb;XXX;Simbo
;;dop;XXX;Lukpa
;;jet;XXX;Manem
;;hoh;XXX;Hobyót
;;oyd;XXX;Oyda
;;xcy;XXX;Cayuse
;;tea;XXX;Temiar
;;mba;XXX;Higaonon
;;blz;XXX;Balantak
;;dbj;XXX;Ida'an
;;adl;XXX;Galo
;;glh;XXX;Northwest Pashayi
;;stt;XXX;Budeh Stieng
;;dur;XXX;Dii
;;tms;XXX;Tima
;;dri;XXX;C'lela
;;ukp;XXX;Ukpe-Bayobiri
;;xmr;XXX;Meroitic
;;nep;XXX;Nepali
;;yej;XXX;Yevanic
;;mgr;XXX;Mambwe-Lungu
;;men;XXX;Mende (Sierra Leone)
;;kzy;XXX;Kango (Tshopo District)
;;vmu;XXX;Muluridyi
;;pap;XXX;Papiamento
;;mvn;XXX;Minaveha
;;hgm;XXX;Hai//om
;;zaj;XXX;Zaramo
;;ltu;XXX;Latu
;;opo;XXX;Opao
;;cbc;XXX;Carapana
;;hai;XXX;Haida
;;hul;XXX;Hula
;;vkl;XXX;Kulisusu
;;sar;XXX;Saraveca
;;dez;XXX;Dengese
;;gao;XXX;Gants
;;phl;XXX;Phalura
;;kvq;XXX;Geba Karen
;;ddd;XXX;Dongotono
;;hto;XXX;Minica Huitoto
;;mvg;XXX;Yucuañe Mixtec
;;thd;XXX;Thayore
;;pzn;XXX;Para Naga
;;dtt;XXX;Toro Tegu Dogon
;;slz;XXX;Ma'ya
;;lbt;XXX;Lachi
;;rmx;XXX;Romam
;;ikt;XXX;Western Canadian Inuktitut
;;ark;XXX;Arikapú
;;tyi;XXX;Teke-Tsaayi
;;alr;XXX;Alutor
;;kxa;XXX;Kairiru
;;ami;XXX;Amis
;;nzz;XXX;Nanga Dama Dogon
;;gis;XXX;North Giziga
;;hus;XXX;Huastec
;;goa;XXX;Guro
;;avk;XXX;Kotava
;;bqa;XXX;Tchumbuli
;;era;XXX;Eravallan
;;nhd;XXX;Chiripá
;;zhw;XXX;Zhoa
;;bsh;XXX;Kati
;;gig;XXX;Goaria
;;twu;XXX;Termanu
;;lcq;XXX;Luhu
;;zpk;XXX;Tlacolulita Zapotec
;;wms;XXX;Wambon
;;zpb;XXX;Yautepec Zapotec
;;blq;XXX;Baluan-Pam
;;myr;XXX;Muniche
;;khg;XXX;Khams Tibetan
;;kxy;XXX;Kayong
;;bor;XXX;Borôro
;;tdf;XXX;Talieng
;;dit;XXX;Dirari
;;mug;XXX;Musgu
;;rif;XXX;Tarifit
;;xeg;XXX;//Xegwi
;;lbs;XXX;Libyan Sign Language
;;zpt;XXX;San Vicente Coatlán Zapotec
;;nef;XXX;Nefamese
;;ham;XXX;Hewa
;;rou;XXX;Runga
;;xwa;XXX;Kwaza
;;arx;XXX;Aruá (Rodonia State)
;;duu;XXX;Drung
;;dzl;XXX;Dzalakha
;;gbh;XXX;Defi Gbe
;;tnl;XXX;Lenakel
;;syy;XXX;Al-Sayyid Bedouin Sign Language
;;gnc;XXX;Guanche
;;isu;XXX;Isu (Menchum Division)
;;bys;XXX;Burak
;;umm;XXX;Umon
;;apv;XXX;Alapmunte
;;cri;XXX;Sãotomense
;;nog;XXX;Nogai
;;zbt;XXX;Batui
;;opy;XXX;Ofayé
;;bxd;XXX;Pela
;;ano;XXX;Andoque
;;byl;XXX;Bayono
;;szc;XXX;Semaq Beri
;;mth;XXX;Munggui
;;eme;XXX;Emerillon
;;quc;XXX;K'iche'
;;rmi;XXX;Lomavren
;;xtc;XXX;Katcha-Kadugli-Miri
;;nkc;XXX;Nkongho
;;mjj;XXX;Mawak
;;sgt;XXX;Brokpake
;;bhl;XXX;Bimin
;;gbu;XXX;Gagadu
;;ako;XXX;Akurio
;;kzc;XXX;Bondoukou Kulango
;;ych;XXX;Chesu
;;svc;XXX;Vincentian Creole English
;;tsn;XXX;Tswana
;;mds;XXX;Maria (Papua New Guinea)
;;qwc;XXX;Classical Quechua
;;neg;XXX;Negidal
;;ekk;XXX;Standard Estonian
;;mew;XXX;Maaka
;;prl;XXX;Peruvian Sign Language
;;amt;XXX;Amto
